Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Quality_label
0.184010883,2.146057198,2.399497309,1999.715246,0.490677914,0.174748901,-0.221250635,1.251638741,0.831483719,-0.423276749,44.61239372,5.81E-05,0.010792165,1,2,2,1,2,1,2,0
0.055857791,0.022869718,1122.396003,0.001256164,0.490677914,0.174748901,-0.221250635,1.251638741,0.831483719,-0.423276749,198030.38,0.000198713,3.206018285,1,2,2,1,2,1,1,1
0.004220206,0.019195212,2.047142454,0.003748698,0.490677914,0.259448256,-0.221250635,1.251638741,0.831483719,-0.423276749,0.800727505,428.5361038,1.145135137,1,2,2,1,2,1,2,0
12.62626383,4.368144508,0.21611664,1.851174365,0.490677914,0.344147611,-0.221250635,1.251638741,0.831483719,-0.423276749,0.140859173,86.2306569,71.29121117,1,2,2,1,2,1,2,0
3.009579759,5.555737795,2185.442652,149.7757311,0.538407979,0.428846966,-0.221250635,1.251638741,0.831483719,-0.423276749,0.677677992,119.5846758,0.579950327,1,2,1,1,2,1,1,2
0.038278498,2.260318251,227.3771352,1.826535903,0.538407979,0.428846966,-0.221250635,1.251638741,0.831483719,-0.423276749,167.5839609,0.068451867,1.194350392,1,2,2,1,3,1,2,0
0.842276275,0.009808963,0.427632985,0.262597598,0.538407979,0.68294503,-0.221250635,1.251638741,0.831483719,-0.423276749,2236.604825,0.06676561,4.455522646,1,2,2,1,2,1,2,0
56.2529294,8.458264855,4.904754117,0.086466261,0.538407979,0.513546321,-0.221250635,1.251638741,0.831483719,-0.423276749,0.00092885,4.124178016,1.474778143,1,2,2,1,2,1,1,1
1.539584211,0.015132964,0.016644875,0.294372916,0.538407979,0.68294503,-0.221250635,1.251638741,0.831483719,-0.423276749,2.825465721,1.095191072,34.0985016,1,2,2,1,2,1,2,0
0.013144204,1.54457065,7.315994559,13.94735166,0.72932824,0.767644385,-0.221250635,1.251638741,0.831483719,-0.423276749,0.000225398,0.007297695,2.543281436,1,2,2,1,2,1,2,0
29.07199207,0.909893322,0.047354155,0.14321124,0.538407979,0.259448256,-0.221250635,1.251638741,0.831483719,-0.423276749,2.913216307,0.084217431,0.014255611,1,2,2,1,2,1,2,2
3.165689834,0.000780899,55.28657944,0.546607911,0.538407979,0.259448256,-0.221250635,1.251638741,0.831483719,-0.423276749,18.74437192,0.316345596,4.363502247,1,2,1,1,2,1,2,2
0.056276445,0.136655586,5.463464515,8367.554243,0.538407979,0.174748901,-0.221250635,1.251638741,0.831483719,-0.423276749,0.278539825,0.003961553,1002.612521,1,2,2,1,2,1,2,0
1.053554882,0.122388762,0.160835142,0.583135636,0.586138045,0.598245676,-0.221250635,1.251638741,0.831483719,-0.423276749,6.051477294,2.899525871,0.007705947,1,2,2,1,2,1,2,0
0.235207039,0.003404241,136.359049,0.084591294,0.586138045,0.598245676,-0.221250635,1.251638741,0.831483719,-0.423276749,0.292283679,0.001216253,123.9660585,1,1,2,1,1,1,2,2
4.323323435,0.166666088,7.118834547,135.4024512,0.586138045,0.598245676,-0.221250635,1.251638741,0.831483719,-0.423276749,0.001638521,1.261341532,2.771555744,1,2,2,1,2,1,2,0
0.027102045,0.17194111,202.4352941,1.001538224,0.72932824,0.767644385,-0.221250635,1.251638741,0.831483719,-0.423276749,2.052450013,0.001486211,8.50380472,1,1,2,1,2,1,2,2
59.21128697,1.155482788,2.141723979,0.780278203,0.586138045,0.598245676,-0.221250635,1.251638741,0.831483719,-0.423276749,0.027840287,75.77713897,0.172591242,1,2,2,1,3,1,2,0
35.85270439,0.171147428,12.03165819,0.856550033,0.586138045,0.513546321,-0.221250635,1.251638741,0.831483719,-0.423276749,1059.237927,0.010862433,616.0974052,1,1,2,1,2,1,2,2
0.000140306,0.091211988,2619.005653,0.385529607,0.442947848,0.598245676,-0.221250635,1.251638741,0.831483719,-0.423276749,0.018326616,26.81028197,10.82138904,1,1,2,1,2,2,2,2
1096.247492,0.848088582,0.110513306,0.477554496,0.442947848,0.598245676,-0.221250635,1.251638741,0.831483719,-0.423276749,4.232177345,45.86852649,44.7955276,1,2,2,1,2,1,2,2
2.048170169,0.033967887,1.141676573,0.138919031,0.681598175,0.428846966,-0.221250635,1.251638741,0.831483719,-0.423276749,0.226330289,3.45688676,217.9456819,1,2,2,1,3,1,1,1
0.4445134,48.11702693,5.284363663,0.042262295,0.72932824,0.767644385,-0.221250635,1.251638741,0.831483719,-0.423276749,0.044807647,0.015180347,0.710326216,1,1,2,1,1,1,2,2
0.004171166,5.441000129,0.000144747,0.001910933,0.72932824,0.767644385,-0.221250635,1.251638741,0.831483719,-0.423276749,3.566885706,13.25435219,0.528698024,1,2,2,1,2,1,2,0
0.12261847,0.539198864,1.266411346,4.298317697,0.72932824,0.767644385,-0.221250635,1.251638741,0.831483719,-0.423276749,2023.939188,21.91585966,0.236020549,1,2,2,1,2,1,2,0
87.48740529,2810.260067,0.003228845,3.246149523,0.586138045,0.513546321,-0.221250635,1.251638741,0.831483719,-0.423276749,139.0691314,20.98153364,390.7436453,1,2,2,1,3,1,2,0
390.7253108,0.16334301,1.009805108,16.69883857,0.538407979,0.513546321,-0.221250635,1.251638741,0.831483719,-0.423276749,0.033017737,0.000503005,0.005268072,1,2,1,1,2,3,3,2
85181.80524,5.167060728,0.01675578,6.546825865,-2.325395931,-1.942734986,2.165700224,-1.450908772,-0.226885823,-0.851040374,0.001356303,1.913300374,0.70009874,3,2,3,1,3,4,2,3
0.023623905,0.068789566,1.606578452,25.99977284,-1.943555402,-1.773336257,2.165700224,-1.450908772,1.88985326,1.430365631,8.493961216,5.287875475,0.061557014,1,1,2,1,2,2,2,2
49.69217932,14.61065835,0.01288247,56.25090587,1.063438698,0.937043095,0.37548708,1.164459789,-1.28525536,-0.423276749,0.000392171,0.018808393,0.333835299,1,2,2,1,2,1,2,0
67.14486843,0.025179475,172.4043863,0.648246506,0.824788371,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,63.87881964,4013.914424,0.819298393,1,2,1,1,2,1,2,2
0.060118019,33.50052275,0.117415249,3.316358886,0.920248502,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,0.001441082,5.926058779,3.455015538,1,2,2,1,2,1,2,0
1.3312348,0.21817072,0.045244777,0.016446071,0.920248502,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,0.023023161,0.064135509,92.39000889,1,2,2,1,2,2,2,1
36.22327111,5.878097699,995.8875486,0.229587609,0.967978567,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,3.450426414,4578.237949,5.674131075,1,2,2,1,3,2,3,1
0.025437598,5.889977759,3.545975179,0.05057948,1.015708632,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,4.710664998,0.625528321,4.851405265,1,2,2,1,3,2,2,1
0.491081676,0.462091356,14.06547119,122.0851905,1.063438698,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,2018.317734,0.045041311,0.009433214,1,2,1,1,2,2,3,2
0.072243823,1.529372365,7.887690772,0.060509218,1.158898828,1.106441805,0.37548708,1.164459789,-1.28525536,-0.423276749,0.073403489,1.806930293,0.703105274,1,2,2,1,2,2,2,1
0.013371051,10.83839699,0.08700967,14.37765785,0.872518437,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,6.738851951,0.000158558,1.731891535,1,2,2,1,2,1,2,0
131.8518666,0.111885481,3.83E-05,11.62134713,1.111168763,0.937043095,0.37548708,1.164459789,-1.28525536,-0.423276749,11.18447555,1.341985104,0.649628024,1,2,1,1,3,4,3,3
1.591759109,7.313127821,0.024310035,4.190952787,0.920248502,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,8867.78089,0.0135515,3802.276692,1,2,2,1,2,1,2,0
79.91693293,547.4981528,1.065524443,0.581536307,0.920248502,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,0.165757905,8.47853637,112.5085835,1,2,2,1,2,2,2,1
1.84172154,1.311662136,0.004051162,188.8220129,1.063438698,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,0.589043347,0.008608128,503.3972278,1,2,1,1,2,2,3,2
5.780605782,4362.450591,0.004116252,1.148478399,0.920248502,1.106441805,0.37548708,1.164459789,-1.28525536,-0.423276749,0.120731857,155.0109175,2.071457005,1,2,2,1,3,1,2,0
2.77682597,1617.09771,27.68186813,0.083265348,0.967978567,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,12.2469285,3.15E-06,56.16014129,1,2,1,1,2,1,2,2
0.080735027,0.124689971,0.22654994,0.151133231,1.158898828,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,0.006763965,2994.903614,11.81023664,1,2,2,1,2,2,2,1
3.569445106,2.861243797,0.182978686,0.08254982,0.920248502,1.106441805,0.37548708,1.164459789,-1.28525536,-0.423276749,0.475878939,24.01031144,0.222814652,1,2,2,1,3,1,2,0
0.067331022,50.33535026,437.2091453,53.73735994,0.872518437,1.02174245,0.37548708,1.164459789,-1.28525536,-0.423276749,0.002155667,0.022697821,0.037310633,1,2,1,1,3,1,3,2
1.104893546,2.223771471,133.0987134,0.749079128,-0.177543001,0.344147611,-1.414726069,1.251638741,-2.343624916,-2.134331277,16.64270543,33.27325935,0.523994703,2,2,2,1,2,1,2,1
0.771768049,0.044705143,1.426204281,27.87443156,-0.177543001,0.344147611,-1.414726069,1.251638741,-2.343624916,-2.134331277,4.844090411,0.870051181,11.73666652,2,2,2,1,2,1,2,1
14.43771238,4.238575514,2.235867433,2.331667994,-0.177543001,0.344147611,-1.414726069,1.251638741,-2.343624916,-2.134331277,77.37084579,41.230622,0.017908251,2,2,2,1,1,1,2,2
2.408609295,0.112168417,0.000752908,0.003971876,1.779389678,1.19114116,-0.221250635,1.251638741,-0.226885823,-1.136216128,0.002790618,785.2569037,0.007080483,1,2,2,1,2,1,2,0
73.53886191,2.531166682,4.693639173,0.413397367,-0.225273066,-0.248747873,-1.414726069,1.251638741,-0.226885823,-1.136216128,5.67E-05,383.1710169,0.87965333,1,2,2,1,2,1,2,0
32.13749553,0.759672504,0.798216422,0.018473085,-0.177543001,-0.502845938,-1.414726069,1.251638741,-0.226885823,-1.136216128,2266.322879,0.00225516,0.058948722,1,2,2,1,2,1,1,2
66.74032777,4.059531327,33.23919581,0.000589744,-2.420856087,-2.112133671,2.762437938,-1.450908772,-0.226885823,-2.276919099,10.22995818,0.000193683,55.16174879,2,2,2,1,2,2,2,1
192.538603,0.005394796,0.192044991,0.452255153,1.063438698,1.36053987,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.000601256,0.113593542,0.000146002,2,1,3,1,3,1,2,3
122.0337869,0.073973968,1579.193245,2.215083916,1.111168763,1.36053987,-0.81798835,-1.450908772,-0.226885823,1.572953506,5.256938854,1.150447561,0.128856743,1,1,2,1,1,1,2,2
0.61275033,0.008016452,0.021908633,1.621802368,1.111168763,1.36053987,-0.81798835,-1.450908772,-0.226885823,1.572953506,7.038581623,0.010380627,4.414571571,1,1,2,1,2,1,2,2
0.187359713,1665.414759,0.885712557,53.38511421,1.063438698,1.275840515,-0.81798835,-1.450908772,-0.226885823,1.572953506,4.317767192,69233.47255,1.101974634,1,1,2,1,2,1,2,2
14.80112762,0.616397065,0.169861875,9.053984865,1.015708632,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,109.6670583,94.58517049,442.0247812,1,1,2,1,2,1,2,2
0.007611013,0.000446342,59.91737798,0.282766784,1.015708632,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,3.861564571,0.00456696,0.525348954,2,2,3,1,3,1,2,3
16.24532385,0.0001696,3.313018114,0.380756734,1.206628894,1.52993858,-0.81798835,-1.450908772,-0.226885823,1.572953506,11.52305157,0.00092725,0.098274518,2,2,3,1,2,1,2,3
0.152165496,0.102366967,0.116138235,3.853700919,1.206628894,1.52993858,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.009930061,0.472309334,65.43494135,1,1,2,1,2,1,2,2
0.100324142,0.63710503,0.370164339,2.967213495,1.206628894,1.52993858,-0.81798835,-1.450908772,-0.226885823,1.572953506,28.58031678,0.429640455,0.390243052,1,2,2,1,2,1,2,0
0.531946238,4.622126234,12.03836942,0.049845308,1.254358959,1.445239225,-0.81798835,-1.450908772,-0.226885823,1.572953506,184.3491653,0.085007112,0.097362699,1,2,2,1,2,1,2,0
0.016834041,23.03682518,2831.066063,0.390949784,1.206628894,1.36053987,-0.81798835,-1.450908772,-0.226885823,1.572953506,2.311061543,0.99986166,0.054870879,1,1,2,1,2,1,2,2
0.135457776,0.00112887,0.208215025,0.444092063,0.967978567,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.366020013,0.006912585,0.005205969,1,2,2,1,3,1,1,1
0.001682488,91.82737758,0.13104748,0.946327615,0.967978567,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.11043591,0.312173194,25.19752269,1,1,2,1,2,1,2,2
26.95687103,0.566061736,0.07181272,1.222584287,0.967978567,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.206402679,0.000106562,0.042766351,1,1,2,1,1,1,2,2
5.357369679,136.2612021,24.1392104,4.59187461,0.872518437,1.106441805,-0.81798835,-1.450908772,-0.226885823,1.572953506,18.27137836,25.20484246,0.318449411,1,2,2,1,2,1,2,1
0.749374566,9.269162843,0.000406485,0.510579869,0.872518437,1.106441805,-0.81798835,-1.450908772,-0.226885823,1.572953506,48.57730091,52.3418637,2.925608206,1,1,2,1,1,3,2,2
0.151514571,0.11407292,4.004610296,0.674398432,0.872518437,1.02174245,-0.81798835,-1.450908772,-0.226885823,1.572953506,21.56943916,0.197832064,205.2508019,1,1,3,1,2,1,1,3
2.455754949,0.001797901,3.716348464,15.75548414,0.872518437,1.02174245,-0.81798835,-1.450908772,-0.226885823,1.572953506,68.77459899,2165.984417,0.115228977,1,2,2,1,2,1,2,1
0.391458485,768.4467994,143.1081193,0.853814386,1.254358959,1.445239225,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.006145798,0.073839428,0.018120214,1,1,2,1,2,1,2,2
0.010934823,0.005166679,0.349732645,0.446730583,1.063438698,1.36053987,-0.81798835,-1.450908772,-0.226885823,1.572953506,22604.51652,4.35791883,0.041001137,1,1,2,1,1,1,2,2
0.023850424,0.008287555,29.71913017,11.90108555,1.158898828,1.445239225,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.186350022,0.002894275,27.77118892,1,1,2,1,2,1,2,2
1.014515809,0.041490737,10.306104,7309.203622,0.824788371,1.275840515,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.000996725,4.501299533,0.008494838,1,1,3,1,2,1,2,3
412.8718644,1.208342743,11.58035831,0.016238505,1.254358959,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,2.662433376,0.521159112,777.2728985,1,1,3,1,2,1,2,3
1.821129999,7.128088828,1110.181403,7.843752159,1.254358959,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.076644838,23821.01059,2.058513336,1,1,2,1,2,1,2,2
0.029940479,0.00764636,0.050742146,73.68156617,1.254358959,1.275840515,-0.81798835,-1.450908772,-0.226885823,1.572953506,23.53416399,7.71E-05,6.707693105,1,1,2,1,3,1,2,2
0.073149121,46.38804689,27.20285423,3.908897916,1.254358959,1.275840515,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.232741901,0.808518976,307.3761383,1,1,2,1,2,1,2,2
43.32129334,0.010841619,20151.8644,0.580869733,1.302089025,1.275840515,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.008748848,2.526446109,0.439716662,1,2,2,1,3,1,2,0
137.6584797,0.006747221,0.314906005,17.68918615,1.015708632,1.36053987,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.633829124,0.326159171,4.472122812,1,1,2,1,2,1,2,2
29.84328557,0.000130669,0.036968503,0.967051671,1.063438698,0.937043095,-0.81798835,-1.450908772,-0.226885823,1.572953506,1.731011351,2.332132555,0.001115875,1,1,2,1,2,1,2,2
0.109568626,3.902277952,0.016001808,0.042465196,1.063438698,0.937043095,-0.81798835,-1.450908772,-0.226885823,1.572953506,63.73695112,0.942232856,1.326557266,1,1,2,1,2,1,2,2
0.001183669,0.299779449,13.59532183,0.78999036,1.015708632,0.937043095,-0.81798835,-1.450908772,-0.226885823,1.572953506,16603.20684,7.906388013,0.130122657,1,1,2,1,2,1,2,2
0.683302139,5.622783964,0.049600592,0.192360785,1.015708632,1.02174245,-0.81798835,-1.450908772,-0.226885823,1.572953506,7.213448092,0.016889344,30.59551616,1,1,2,1,2,1,2,2
0.000853712,0.119304647,0.481086391,10.90610634,0.967978567,1.02174245,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.000666165,41.82347456,91.87102579,2,2,2,2,3,1,2,1
0.231005189,0.023873316,2906.924587,3.520739394,0.920248502,1.02174245,-0.81798835,-1.450908772,-0.226885823,1.572953506,5908.805541,3.768838314,20.79923419,1,1,2,1,2,1,1,2
0.436525534,1.219476965,0.031962464,0.568757131,0.920248502,1.02174245,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.665298506,0.027009884,1.242208374,2,2,2,1,3,1,1,1
1.109604608,1.824805992,3.230933893,15.12274418,0.824788371,1.02174245,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.589788871,0.204216842,1.019105813,1,1,2,1,2,1,1,2
4.552853097,1.791114722,11.2649977,0.262645459,1.254358959,0.937043095,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.166322246,2.709807025,836.1189289,2,2,2,1,2,1,2,1
12.93050407,0.113748445,385.9801442,81.72405292,1.254358959,0.937043095,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.166006011,178.4517044,3.975845135,2,2,3,1,2,1,2,3
0.020743926,26.4035909,10.17143678,0.084006025,1.302089025,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,5.65E-05,649.2474087,0.005391809,1,1,2,1,2,1,2,2
0.030090627,7.12163334,52.12920824,40.15111606,1.254358959,1.275840515,-0.81798835,-1.450908772,-0.226885823,1.572953506,211.3613098,14.03179288,2.109400751,1,1,2,1,2,1,1,2
0.010856861,1.262021009,0.371719166,11.62789612,1.063438698,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,1.074199437,0.009789055,0.383876886,1,1,2,1,2,1,2,2
1.247228177,41.55792182,15.05644947,6.475035234,1.063438698,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.000115578,0.002557659,0.057668234,1,1,2,1,2,1,2,2
0.524132254,0.329713957,0.152388809,0.02451767,1.302089025,1.02174245,-0.81798835,-1.450908772,-0.226885823,1.572953506,1.179054616,963.6665437,11.17177275,1,1,2,1,1,1,2,2
0.198275676,13.86377235,1.934562169,0.656044661,1.254358959,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,1.29E-05,8.765022936,332.8503725,1,1,2,1,1,1,2,2
0.134631857,4.362318233,1.891698095,0.8820696,1.254358959,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,17900.65727,1.291399461,24.33098743,1,1,2,1,2,1,2,2
0.005229163,0.494471536,0.65500039,0.007646384,1.302089025,1.36053987,-0.81798835,-1.450908772,-0.226885823,1.572953506,3.34E-05,0.033324016,0.015158719,1,1,2,1,1,1,2,2
27.49462448,0.402800585,0.019158123,0.286795437,1.206628894,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,7.835843812,5.128346753,2.385828177,1,1,2,1,2,1,1,2
0.023859457,3.327077496,0.279620962,0.03079739,1.206628894,1.445239225,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.534863612,6678.25456,126.8241145,1,2,2,1,3,1,2,0
0.067952218,147.8009974,105.6245472,0.036270144,0.967978567,1.02174245,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.008141715,0.008724457,0.014052193,1,1,2,1,1,1,2,2
3.656705834,68.75878732,0.257854338,0.200787834,1.015708632,1.02174245,-0.81798835,-1.450908772,-0.226885823,1.572953506,2257.885221,16.77227516,3.906631815,1,1,2,1,1,1,1,2
0.017804589,0.223546159,0.59891529,0.182924533,1.206628894,1.275840515,-0.81798835,-1.450908772,-0.226885823,1.572953506,4433.879278,0.006528341,0.051020642,1,1,2,1,2,1,2,2
1509.643134,29.94825163,0.297740615,7.337525878,1.206628894,1.445239225,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.003124584,2.43E-05,1.872101503,1,1,2,1,2,1,2,2
3.085897709,0.54337709,6.277570909,0.004890103,1.206628894,1.445239225,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.005191687,174.5892342,282.6205227,1,1,2,1,2,1,2,2
1066.84034,32.05534335,0.89015884,1.116090646,1.206628894,1.445239225,-0.81798835,-1.450908772,-0.226885823,1.572953506,5635.379241,3461.15863,0.726752368,1,1,2,1,2,1,1,2
0.714319525,0.562990389,0.005163017,0.667623504,1.206628894,1.19114116,-0.81798835,-1.450908772,-0.226885823,1.572953506,2.156220145,0.001484165,1260.713586,2,2,2,3,3,1,2,2
96.79124733,72.90773385,0.010044313,0.560090988,1.254358959,0.937043095,-0.81798835,-1.450908772,-0.226885823,1.572953506,1.330148179,1.333028522,297.8228735,1,1,3,1,2,1,1,3
0.737911852,35.89959975,0.008624878,0.297048256,1.254358959,1.02174245,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.000585387,186.0103363,5.644337267,1,1,3,1,2,1,2,3
0.025117015,134.1457141,0.004715092,0.57256992,1.302089025,1.445239225,-0.81798835,-1.450908772,-0.226885823,1.572953506,1356.787179,9.08E-05,0.000111245,1,1,2,1,2,1,2,2
0.17130344,0.012846426,19.33060314,0.637816843,1.206628894,1.445239225,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.280563693,0.013157837,2.054199258,1,1,2,1,1,1,2,2
16.71003434,5.844953444,13.85300068,67.12649312,1.254358959,1.445239225,-0.81798835,-1.450908772,-0.226885823,1.572953506,0.110296186,163.8933052,0.021475037,1,2,2,1,3,1,2,0
1.087796434,0.000415202,84.26625423,0.036429825,1.254358959,1.445239225,-0.81798835,-1.450908772,-0.226885823,1.572953506,1.43022343,222.2188692,3.334490165,1,2,2,1,2,1,2,1
